SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jan 02 14:04:57 EST 2013
User: James
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4C01400
Integration Time (usec): 100000 (USB4C01400)
Spectra Averaged: 1 (USB4C01400)
Boxcar Smoothing: 0 (USB4C01400)
Correct for Electrical Dark: No (USB4C01400)
Strobe/Lamp Enabled: No (USB4C01400)
Correct for Detector Non-linearity: No (USB4C01400)
Correct for Stray Light: No (USB4C01400)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.93	1171.44
346.15	1171.44
346.36	1171.44
346.58	1136.62
346.79	1140.72
347.01	1312.75
347.22	1339.37
347.44	1216.49
347.65	1335.28
347.87	1310.70
348.08	1286.12
348.30	1290.22
348.51	1357.80
348.73	1417.19
348.94	1333.23
349.16	1341.42
349.37	1314.80
349.58	1308.65
349.80	1503.21
350.01	1417.19
350.23	1337.32
350.44	1374.19
350.66	1429.48
350.87	1357.80
351.09	1472.49
351.30	1333.23
351.52	1374.19
351.73	1388.52
351.95	1398.76
352.16	1466.35
352.38	1421.29
352.59	1376.24
352.80	1388.52
353.02	1388.52
353.23	1351.66
353.45	1359.85
353.66	1499.11
353.88	1458.15
354.09	1525.74
354.31	1458.15
354.52	1431.53
354.73	1505.26
354.95	1296.36
355.16	1535.98
355.38	1320.94
355.59	1431.53
355.81	1492.97
356.02	1413.10
356.24	1447.91
356.45	1460.20
356.66	1400.81
356.88	1339.37
357.09	1435.63
357.31	1484.78
357.52	1390.57
357.74	1431.53
357.95	1396.71
358.17	1392.62
358.38	1327.08
358.59	1452.01
358.81	1486.83
359.02	1351.66
359.24	1366.00
359.45	1431.53
359.66	1380.33
359.88	1322.99
360.09	1343.47
360.31	1316.84
360.52	1376.24
360.74	1380.33
360.95	1525.74
361.16	1441.77
361.38	1417.19
361.59	1363.95
361.81	1437.67
362.02	1443.82
362.23	1388.52
362.45	1327.08
362.66	1368.04
362.88	1318.89
363.09	1406.95
363.31	1300.46
363.52	1449.96
363.73	1433.58
363.95	1466.35
364.16	1507.30
364.38	1423.34
364.59	1347.56
364.80	1349.61
365.02	1396.71
365.23	1406.95
365.45	1427.43
365.66	1366.00
365.87	1376.24
366.09	1458.15
366.30	1466.35
366.51	1503.21
366.73	1437.67
366.94	1400.81
367.16	1343.47
367.37	1476.59
367.58	1449.96
367.80	1366.00
368.01	1402.86
368.23	1415.15
368.44	1415.15
368.65	1370.09
368.87	1468.39
369.08	1484.78
369.29	1404.91
369.51	1435.63
369.72	1372.14
369.94	1376.24
370.15	1374.19
370.36	1384.43
370.58	1378.28
370.79	1388.52
371.00	1386.47
371.22	1400.81
371.43	1396.71
371.64	1447.91
371.86	1359.85
372.07	1425.39
372.29	1429.48
372.50	1411.05
372.71	1368.04
372.93	1394.67
373.14	1316.84
373.35	1472.49
373.57	1423.34
373.78	1357.80
373.99	1472.49
374.21	1386.47
374.42	1449.96
374.63	1366.00
374.85	1327.08
375.06	1400.81
375.27	1398.76
375.49	1384.43
375.70	1474.54
375.91	1415.15
376.13	1345.52
376.34	1359.85
376.55	1374.19
376.77	1363.95
376.98	1417.19
377.19	1433.58
377.41	1351.66
377.62	1380.33
377.83	1347.56
378.05	1413.10
378.26	1476.59
378.47	1398.76
378.69	1454.06
378.90	1431.53
379.11	1382.38
379.33	1531.88
379.54	1427.43
379.75	1396.71
379.97	1370.09
380.18	1460.20
380.39	1292.27
380.61	1460.20
380.82	1347.56
381.03	1445.87
381.25	1411.05
381.46	1404.91
381.67	1382.38
381.89	1435.63
382.10	1394.67
382.31	1368.04
382.52	1306.60
382.74	1439.72
382.95	1419.24
383.16	1427.43
383.38	1529.83
383.59	1462.25
383.80	1437.67
384.02	1417.19
384.23	1380.33
384.44	1415.15
384.65	1415.15
384.87	1361.90
385.08	1484.78
385.29	1421.29
385.51	1347.56
385.72	1370.09
385.93	1466.35
386.14	1445.87
386.36	1492.97
386.57	1390.57
386.78	1427.43
387.00	1374.19
387.21	1400.81
387.42	1396.71
387.63	1566.70
387.85	1437.67
388.06	1355.76
388.27	1447.91
388.49	1415.15
388.70	1402.86
388.91	1312.75
389.12	1374.19
389.34	1394.67
389.55	1480.68
389.76	1363.95
389.97	1376.24
390.19	1384.43
390.40	1439.72
390.61	1478.63
390.82	1419.24
391.04	1433.58
391.25	1419.24
391.46	1495.02
391.68	1396.71
391.89	1437.67
392.10	1314.80
392.31	1363.95
392.53	1427.43
