SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jan 02 14:03:07 EST 2013
User: James
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4C01400
Integration Time (usec): 100000 (USB4C01400)
Spectra Averaged: 1 (USB4C01400)
Boxcar Smoothing: 0 (USB4C01400)
Correct for Electrical Dark: No (USB4C01400)
Strobe/Lamp Enabled: No (USB4C01400)
Correct for Detector Non-linearity: No (USB4C01400)
Correct for Stray Light: No (USB4C01400)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.93	1189.87
346.15	1189.87
346.36	1189.87
346.58	1159.15
346.79	1134.57
347.01	1370.09
347.22	1341.42
347.44	1339.37
347.65	1292.27
347.87	1241.07
348.08	1302.51
348.30	1261.55
348.51	1228.78
348.73	1363.95
348.94	1279.98
349.16	1333.23
349.37	1306.60
349.58	1253.36
349.80	1486.83
350.01	1435.63
350.23	1435.63
350.44	1386.47
350.66	1413.10
350.87	1435.63
351.09	1474.54
351.30	1404.91
351.52	1345.52
351.73	1404.91
351.95	1464.30
352.16	1415.15
352.38	1507.30
352.59	1468.39
352.80	1314.80
353.02	1421.29
353.23	1470.44
353.45	1464.30
353.66	1517.54
353.88	1458.15
354.09	1515.50
354.31	1464.30
354.52	1409.00
354.73	1564.65
354.95	1415.15
355.16	1540.07
355.38	1482.73
355.59	1470.44
355.81	1507.30
356.02	1421.29
356.24	1421.29
356.45	1429.48
356.66	1421.29
356.88	1538.02
357.09	1495.02
357.31	1456.11
357.52	1415.15
357.74	1372.14
357.95	1439.72
358.17	1478.63
358.38	1406.95
358.59	1515.50
358.81	1492.97
359.02	1406.95
359.24	1445.87
359.45	1431.53
359.66	1454.06
359.88	1333.23
360.09	1472.49
360.31	1384.43
360.52	1476.59
360.74	1425.39
360.95	1550.31
361.16	1501.16
361.38	1462.25
361.59	1423.34
361.81	1466.35
362.02	1476.59
362.23	1447.91
362.45	1394.67
362.66	1400.81
362.88	1456.11
363.09	1435.63
363.31	1384.43
363.52	1417.19
363.73	1456.11
363.95	1441.77
364.16	1570.79
364.38	1468.39
364.59	1400.81
364.80	1464.30
365.02	1456.11
365.23	1447.91
365.45	1384.43
365.66	1515.50
365.87	1445.87
366.09	1548.26
366.30	1490.92
366.51	1486.83
366.73	1482.73
366.94	1460.20
367.16	1406.95
367.37	1505.26
367.58	1466.35
367.80	1447.91
368.01	1433.58
368.23	1474.54
368.44	1529.83
368.65	1511.40
368.87	1509.35
369.08	1490.92
369.29	1499.11
369.51	1538.02
369.72	1564.65
369.94	1488.87
370.15	1447.91
370.36	1511.40
370.58	1546.22
370.79	1509.35
371.00	1470.44
371.22	1429.48
371.43	1445.87
371.64	1474.54
371.86	1456.11
372.07	1490.92
372.29	1462.25
372.50	1619.94
372.71	1456.11
372.93	1435.63
373.14	1398.76
373.35	1490.92
373.57	1564.65
373.78	1437.67
373.99	1411.05
374.21	1462.25
374.42	1480.68
374.63	1484.78
374.85	1437.67
375.06	1437.67
375.27	1454.06
375.49	1464.30
375.70	1527.78
375.91	1486.83
376.13	1384.43
376.34	1583.08
376.55	1501.16
376.77	1472.49
376.98	1456.11
377.19	1515.50
377.41	1458.15
377.62	1521.64
377.83	1439.72
378.05	1507.30
378.26	1587.18
378.47	1474.54
378.69	1470.44
378.90	1470.44
379.11	1462.25
379.33	1521.64
379.54	1540.07
379.75	1578.98
379.97	1482.73
380.18	1597.42
380.39	1476.59
380.61	1540.07
380.82	1435.63
381.03	1507.30
381.25	1527.78
381.46	1552.36
381.67	1523.69
381.89	1486.83
382.10	1505.26
382.31	1550.31
382.52	1472.49
382.74	1490.92
382.95	1521.64
383.16	1525.74
383.38	1578.98
383.59	1566.70
383.80	1550.31
384.02	1460.20
384.23	1589.22
384.44	1513.45
384.65	1458.15
384.87	1540.07
385.08	1478.63
385.29	1439.72
385.51	1521.64
385.72	1509.35
385.93	1523.69
386.14	1495.02
386.36	1585.13
386.57	1517.54
386.78	1558.50
387.00	1578.98
387.21	1523.69
387.42	1581.03
387.63	1554.41
387.85	1572.84
388.06	1478.63
388.27	1601.51
388.49	1558.50
388.70	1499.11
388.91	1501.16
389.12	1542.12
389.34	1607.66
389.55	1589.22
389.76	1589.22
389.97	1603.56
390.19	1581.03
390.40	1638.38
390.61	1617.90
390.82	1538.02
391.04	1583.08
391.25	1654.76
391.46	1728.49
391.68	1613.80
391.89	1607.66
392.10	1611.75
392.31	1621.99
392.53	1585.13
392.74	1652.71
392.95	1738.73
393.16	1652.71
393.38	1593.32
393.59	1562.60
393.80	1626.09
394.01	1611.75
394.23	1726.44
394.44	1658.85
394.65	1630.18
394.86	1665.00
395.07	1638.38
395.29	1781.73
395.50	1701.86
395.71	1777.64
395.92	1726.44
396.14	1667.05
396.35	1726.44
396.56	1671.14
396.77	1806.31
396.99	1720.29
397.20	1683.43
397.41	1802.21
397.62	1873.89
397.83	1826.79
398.05	1794.02
398.26	1787.88
398.47	1814.50
398.68	1830.88
398.90	1818.60
399.11	1757.16
399.32	1865.70
399.53	1855.46
399.74	1896.42
399.96	1777.64
400.17	1996.77
400.38	1982.43
400.59	1916.90
400.81	1837.03
401.02	1957.86
401.23	1923.04
401.44	2066.40
401.65	1964.00
401.87	1996.77
402.08	2097.12
402.29	2037.73
402.50	2074.59
402.71	2037.73
402.93	2035.68
403.14	2105.31
403.35	2146.27
403.56	2252.77
403.77	2060.26
403.99	2207.71
404.20	2279.39
404.41	2303.96
404.62	2346.97
404.83	2236.38
405.04	2222.05
405.26	2318.30
405.47	2400.22
405.68	2400.22
405.89	2406.36
406.10	2361.31
406.32	2392.03
406.53	2465.75
406.74	2568.15
406.95	2310.11
407.16	2533.34
407.37	2523.10
407.59	2576.34
407.80	2613.21
408.01	2635.74
408.22	2660.31
408.43	2590.68
408.64	2627.54
408.86	2709.46
409.07	2764.76
409.28	2668.50
409.49	2766.81
409.70	2832.34
409.91	2781.14
410.13	2877.40
410.34	2703.32
410.55	2893.78
410.76	2809.81
410.97	2887.64
411.18	2885.59
411.40	2932.69
411.61	2932.69
411.82	3008.47
412.03	3014.61
412.24	2867.16
412.45	2883.54
412.66	3014.61
412.88	3121.10
413.09	3106.77
413.30	3123.15
413.51	3168.21
413.72	3053.52
413.93	3215.31
414.14	3200.98
414.36	3184.59
414.57	3024.85
414.78	3162.06
414.99	3373.00
415.20	3121.10
415.41	3323.85
415.62	3225.55
415.83	3403.72
416.05	3352.52
416.26	3237.84
416.47	3323.85
416.68	3364.81
416.89	3344.33
417.10	3440.59
417.31	3291.09
417.52	3416.01
417.74	3258.32
417.95	3401.68
418.16	3504.07
418.37	3420.11
418.58	3563.47
418.79	3508.17
419.00	3467.21
419.21	3502.03
419.42	3547.08
419.64	3530.70
419.85	3491.79
420.06	3622.86
420.27	3684.30
420.48	3629.00
420.69	3649.48
420.90	3663.82
421.11	3741.64
421.32	3733.45
421.53	3641.29
421.75	3823.56
421.96	3860.42
422.17	3788.74
422.38	3903.43
422.59	3825.61
422.80	3915.72
423.01	3897.28
423.22	3995.59
423.43	3932.10
423.64	3921.86
423.85	3993.54
424.07	3913.67
424.28	4143.04
424.49	3944.39
424.70	4134.85
424.91	4087.75
425.12	4108.23
425.33	4087.75
425.54	4044.74
425.75	4184.00
425.96	4087.75
426.17	4014.02
426.38	4360.13
426.59	4319.17
426.81	4335.55
427.02	4220.86
427.23	4140.99
427.44	4171.71
427.65	4229.06
427.86	4255.68
428.07	4386.75
428.28	4335.55
428.49	4509.63
428.70	4638.65
428.91	4372.41
429.12	4603.83
429.33	4480.96
429.54	4569.02
429.75	4663.22
429.96	4528.06
430.17	4736.95
430.38	4747.19
430.60	4489.15
430.81	4657.08
431.02	4749.24
431.23	4806.58
431.44	4616.12
431.65	4648.89
431.86	4857.78
432.07	4937.65
432.28	4833.21
432.49	4865.97
